Response_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality_Cluster,Q4_Monthly_Income,Q5_Favorite_Sport,Q6_Favorite_Team,Q7_Fan_Type,Q8_Own_Jerseys,Q9_Jerseys_Owned,Q10_Jersey_Type_Interest,Q11_Authentication_Importance,Q12_Preferred_Condition,Q13_Player_Popularity_Importance,Q14_Rarity_Importance,Q15_Vintage_Interest,Q16_Willingness_to_Spend,Q17_Purchase_Frequency,Q18_Discount_Influence,Q19_Recommendation_Influence,Q20_Wishlist_Behavior,Q21_Would_Use_Platform,Q22_Trust_Factors,Q23_Would_Resell,Q24_Loyalty_Interest,Q25_Feature_Ranking
1229,18-24,Male,Arab,"10,001-20,000",Football,Juventus,Passionate fan,Yes,1-3,Game-Worn,4,"Used (visible wear, but authentic)",3,3,Somewhat interested,50-200,2-4 times a year,Somewhat influences,"Yes, definitely",No,Definitely yes,Third-party authentication certificates; Blockchain verification; Money-back guarantee; AI-powered authenticity checks,Yes,"Yes, strongly",AI-based recommendations > Rarity scoring system > Authentication verification > Dynamic pricing transparency
1230,18-24,Male,African,"3,000-10,000",Basketball,Chicago Bulls,Hardcore collector,Yes,11-25,Vintage,4,Mint (perfect),2,4,"Yes, very interested","501-1,500",5-10 times a year,Somewhat influences,"Yes, definitely",No,Definitely yes,AI-powered authenticity checks; Seller ratings and reviews; Third-party authentication certificates; Blockchain verification; Money-back guarantee,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
1231,25-34,Male,Other,"3,000-10,000",Basketball,Golden State Warriors,Casual viewer,Yes,4-10,Regular replica,5,Mint (perfect),3,1,"Yes, very interested",50-200,2-4 times a year,Strongly influences,Maybe,No,Not sure,Third-party authentication certificates; AI-powered authenticity checks,Yes,"Yes, strongly",Rarity scoring system > Authentication verification > Dynamic pricing transparency > AI-based recommendations
1232,45-54,Female,Western Expat,"3,000-10,000",Basketball,Brooklyn Nets,Passionate fan,No,,Regular replica,4,"Used (visible wear, but authentic)",3,4,Somewhat interested,50-200,2-4 times a year,Somewhat influences,"No, I prefer browsing on my own",No,Probably no,Third-party authentication certificates; Seller ratings and reviews; Money-back guarantee; AI-powered authenticity checks,Yes,Somewhat,Authentication verification > Dynamic pricing transparency > AI-based recommendations > Rarity scoring system
1233,18-24,Female,Western Expat,"35,001-50,000",Cricket,RCB,Passionate fan,Yes,1-3,Game-Worn,4,Good (minor wear),2,4,"Yes, very interested",201-500,5-10 times a year,Somewhat influences,Maybe,"Yes, occasionally",Not sure,Seller ratings and reviews,Maybe,Not really,Dynamic pricing transparency > AI-based recommendations > Authentication verification > Rarity scoring system
1234,25-34,Male,Western Expat,"3,000-10,000",Other,Multiple Teams,Passionate fan,Yes,4-10,Regular replica,4,"Used (visible wear, but authentic)",4,4,Not interested,201-500,More than 10 times a year,Somewhat influences,"Yes, definitely",No,Probably yes,Blockchain verification; AI-powered authenticity checks; Seller ratings and reviews; Third-party authentication certificates,Maybe,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
1235,18-24,Male,South Asian,"20,001-35,000",Football,Chelsea,Casual viewer,No,,Regular replica,3,Good (minor wear),4,3,Not interested,Under 50,Once a year or less,Strongly influences,Maybe,"Yes, occasionally",Definitely no,AI-powered authenticity checks; Blockchain verification; Seller ratings and reviews,No,"Yes, strongly",Authentication verification > Rarity scoring system > Dynamic pricing transparency > AI-based recommendations
1236,25-34,Male,South Asian,"10,001-20,000",Football,Manchester United,Passionate fan,Yes,11-25,Signed by player,3,Mint (perfect),4,2,"Yes, very interested",Under 50,5-10 times a year,Somewhat influences,"Yes, definitely",No,Probably yes,AI-powered authenticity checks; Seller ratings and reviews,No,"Yes, strongly",AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
1237,18-24,Male,South Asian,"20,001-35,000",Football,PSG,Passionate fan,Yes,1-3,Signed by player,2,Mint (perfect),4,3,Somewhat interested,50-200,5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, frequently",Definitely yes,AI-powered authenticity checks; Third-party authentication certificates,Maybe,Not really,Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
1238,18-24,Male,East Asian,"3,000-10,000",Football,Juventus,Casual viewer,Yes,4-10,Regular replica,3,Good (minor wear),3,3,Not interested,50-200,5-10 times a year,Somewhat influences,Maybe,"Yes, occasionally",Probably no,Blockchain verification,No,Somewhat,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
1239,25-34,Male,Arab,"20,001-35,000",Football,Al Ahly,Casual viewer,No,,Regular replica,3,Good (minor wear),3,2,Somewhat interested,Under 50,2-4 times a year,Strongly influences,Maybe,No,Probably no,Third-party authentication certificates,Maybe,Not really,AI-based recommendations > Dynamic pricing transparency > Authentication verification > Rarity scoring system
1240,18-24,Male,South Asian,"10,001-20,000",Cricket,Pakistan National,Casual viewer,Yes,1-3,Regular replica,1,"Used (visible wear, but authentic)",4,2,Somewhat interested,"501-1,500",5-10 times a year,Strongly influences,"Yes, definitely",No,Probably yes,Money-back guarantee,No,Somewhat,Dynamic pricing transparency > Rarity scoring system > Authentication verification > AI-based recommendations
1241,18-24,Male,South Asian,"35,001-50,000",Cricket,Mumbai Indians,Passionate fan,Yes,4-10,Signed by player,2,Mint (perfect),4,2,Somewhat interested,"501-1,500",5-10 times a year,No impact,"No, I prefer browsing on my own",No,Probably yes,Money-back guarantee; Third-party authentication certificates; Blockchain verification,Yes,Somewhat,Authentication verification > Dynamic pricing transparency > Rarity scoring system > AI-based recommendations
1242,45-54,Male,South Asian,"3,000-10,000",Cricket,India National,Hardcore collector,Yes,4-10,Signed by player,4,Condition doesn't matter if rare,5,4,"Yes, very interested",50-200,Once a year or less,No impact,"Yes, definitely","Yes, occasionally",Definitely no,Third-party authentication certificates; Blockchain verification,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
1243,18-24,Female,East Asian,"10,001-20,000",Baseball,Chicago Cubs,Casual viewer,No,,Signed by player,3,Good (minor wear),4,2,"Yes, very interested",50-200,2-4 times a year,Somewhat influences,Maybe,No,Probably yes,Seller ratings and reviews; Third-party authentication certificates,Maybe,Somewhat,AI-based recommendations > Authentication verification > Dynamic pricing transparency > Rarity scoring system
1244,35-44,Male,Western Expat,"3,000-10,000",Baseball,Boston Red Sox,Passionate fan,No,,Game-Worn,2,Condition doesn't matter if rare,2,3,Somewhat interested,"1,501-3,000",2-4 times a year,Somewhat influences,Maybe,"Yes, frequently",Definitely no,Seller ratings and reviews; Third-party authentication certificates; Money-back guarantee,No,"Yes, strongly",Dynamic pricing transparency > AI-based recommendations > Authentication verification > Rarity scoring system
1245,25-34,Male,Western Expat,"10,001-20,000",Basketball,Golden State Warriors,Passionate fan,No,,Limited Edition,4,Good (minor wear),4,1,"Yes, very interested",201-500,2-4 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely no,Third-party authentication certificates; Blockchain verification,Maybe,Somewhat,AI-based recommendations > Authentication verification > Rarity scoring system > Dynamic pricing transparency
1246,25-34,Male,South Asian,"10,001-20,000",Football,Juventus,Casual viewer,No,,Regular replica,4,Good (minor wear),2,2,Not interested,201-500,Once a year or less,Strongly influences,Maybe,No,Not sure,Money-back guarantee; AI-powered authenticity checks; Blockchain verification,No,"Yes, strongly",Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
1247,18-24,Female,Western Expat,"10,001-20,000",Football,Juventus,Casual viewer,No,,Regular replica,3,Good (minor wear),2,1,"Yes, very interested",50-200,2-4 times a year,Somewhat influences,Maybe,"Yes, occasionally",Definitely no,Third-party authentication certificates,No,"Yes, strongly",Dynamic pricing transparency > Authentication verification > Rarity scoring system > AI-based recommendations
1248,35-44,Male,South Asian,"10,001-20,000",Football,Juventus,Hardcore collector,No,,Limited Edition,3,Mint (perfect),4,5,Not interested,201-500,5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Third-party authentication certificates; Seller ratings and reviews; Blockchain verification; AI-powered authenticity checks,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
1249,25-34,Female,Western Expat,"Below 3,000",Football,Bayern Munich,Passionate fan,No,,Game-Worn,3,Mint (perfect),1,3,Somewhat interested,"501-1,500",5-10 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably no,AI-powered authenticity checks; Blockchain verification; Third-party authentication certificates,Maybe,Not really,Authentication verification > Dynamic pricing transparency > Rarity scoring system > AI-based recommendations
1250,45-54,Female,African,"3,000-10,000",Football,Al Ahly,Investment buyer,Yes,26+,Vintage,4,Mint (perfect),2,5,"Yes, very interested",201-500,5-10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, frequently",Not sure,AI-powered authenticity checks; Blockchain verification; Third-party authentication certificates; Seller ratings and reviews; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
1251,25-34,Female,South Asian,"10,001-20,000",Football,Juventus,Investment buyer,Yes,11-25,Vintage,5,Mint (perfect),3,4,Somewhat interested,,5-10 times a year,No impact,"No, I prefer browsing on my own",No,Probably yes,AI-powered authenticity checks; Blockchain verification; Money-back guarantee,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
1252,25-34,Female,South Asian,"10,001-20,000",Cricket,RCB,Passionate fan,Yes,4-10,Regular replica,4,Good (minor wear),3,4,Somewhat interested,201-500,2-4 times a year,No impact,"Yes, definitely","Yes, occasionally",Probably yes,Money-back guarantee,Maybe,Somewhat,AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
1253,25-34,Male,African,"10,001-20,000",Football,Chelsea,Passionate fan,No,,Regular replica,2,Mint (perfect),1,2,Not interested,50-200,2-4 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Not sure,Money-back guarantee; Blockchain verification; Third-party authentication certificates,Maybe,Somewhat,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
1254,35-44,Male,South Asian,"20,001-35,000",Cricket,RCB,Passionate fan,Yes,4-10,Game-Worn,3,Mint (perfect),4,4,Somewhat interested,201-500,5-10 times a year,Somewhat influences,"Yes, definitely",No,Probably yes,Money-back guarantee,No,Somewhat,Authentication verification > AI-based recommendations > Rarity scoring system > Dynamic pricing transparency
1255,35-44,Male,Arab,"20,001-35,000",Cricket,Pakistan National,Passionate fan,Yes,1-3,Vintage,3,Good (minor wear),3,2,Somewhat interested,"3,000+",5-10 times a year,Strongly influences,"No, I prefer browsing on my own",No,Probably no,AI-powered authenticity checks; Money-back guarantee,Yes,Somewhat,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
1256,18-24,Male,Arab,"Below 3,000",Football,Juventus,Casual viewer,No,,Regular replica,1,"Used (visible wear, but authentic)",4,1,Somewhat interested,"1,501-3,000",Once a year or less,Somewhat influences,"Yes, definitely","Yes, frequently",Probably no,Money-back guarantee; Third-party authentication certificates; Blockchain verification,No,"Yes, strongly",Rarity scoring system > Authentication verification > Dynamic pricing transparency > AI-based recommendations
1257,18-24,Male,Arab,"20,001-35,000",Cricket,Mumbai Indians,Casual viewer,No,,Signed by player,1,Good (minor wear),4,1,Not interested,Under 50,Once a year or less,Somewhat influences,"Yes, definitely","Yes, occasionally",Probably no,AI-powered authenticity checks; Seller ratings and reviews,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
1258,55-65,Male,South Asian,"10,001-20,000",Cricket,Mumbai Indians,Investment buyer,Yes,1-3,Game-Worn,4,Good (minor wear),2,3,Not interested,Under 50,More than 10 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Definitely no,AI-powered authenticity checks; Third-party authentication certificates; Blockchain verification; Seller ratings and reviews; Money-back guarantee,Maybe,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
1259,55-65,Female,South Asian,"Below 3,000",Cricket,Pakistan National,Investment buyer,Yes,26+,Vintage,4,Condition doesn't matter if rare,3,4,Somewhat interested,"501-1,500",5-10 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Definitely yes,AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
1260,45-54,Male,African,"35,001-50,000",Other,Multiple Teams,Investment buyer,Yes,4-10,Game-Worn,4,Mint (perfect),3,4,Not interested,"3,000+",5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, occasionally",Probably no,AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
